"form_number","run_uuid","wbs_primitive","overall","assess_a","assess_b","assess_c"
640,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",0,1,0,1
641,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",0,1,1,0
642,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,1,1,-1
643,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,0,-1,1
644,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,-1,0,1
645,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,-1
646,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,0,0
647,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,0,-1,1
648,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,0
649,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,0
650,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,0
651,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,0,-1,1
652,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,1,1,0
653,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,-1,0,-1
654,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,0,1,0
655,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,1,1,0
656,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,0
657,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,-1,1,1
658,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,0,1,1
659,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,-1,-1,1
660,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,0,1,1
661,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,1,0,-1
662,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,1,1
663,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,0,0,0
664,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,0,0
665,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,1
666,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,0,1,1
667,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,1,0
668,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,0,0
669,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,1,0
670,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,-1,0,1
671,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,0,0,1
672,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,-1,0,0
673,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,0,1
674,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,0
675,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,-1,1
676,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,1
677,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,0,0
678,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,0,-1
679,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,1
680,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,-1,0
681,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,-1,0,1
682,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,1,0,1
683,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,0
684,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,-1,1
685,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,1
686,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,-1,1,1
687,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,0,1,0
688,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,-1
689,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,1,0,1
690,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,1,0
691,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,-1,0
692,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,0,1
693,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,0,-1
694,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,0,1
695,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,0,1
696,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,0,-1
697,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,0,1
698,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,1,0
699,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,-1,-1,1
700,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,0,1,-1
701,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,-1,1
702,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,1
703,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,-1,1,1
704,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,1,1
705,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,1,1
706,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,1,0
707,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,1,0
708,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,-1,0,1
709,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,0,1
710,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,1,0
711,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,0,1,1
712,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,1,0
713,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,1,1
714,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,0,1
715,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,0,1,0
716,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,1,0
717,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,0,1
718,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,0,0
719,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,1,0
720,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,-1,0
721,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,0,0,1
722,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,-1,0,1
723,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,1,1,0
724,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,1,1
725,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,-1,1,0
726,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,1,1
727,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,1,0,-1
728,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,-1,1,0
729,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,0,0
730,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,1,1
731,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,1,0
732,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,1,0
733,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,1,0
734,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,-1,0,1
735,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",1,0,0,1
736,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,0,1,0
737,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",-1,1,1,1
738,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.7",0,1,-1,1
739,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,0,-1,1
740,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
741,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,-1,0
742,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,-1
743,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,1,0,0
744,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,-1,1,0
745,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
746,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,-1,-1,0
747,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,1,0
748,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,1,0
749,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
750,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,-1,0
751,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,1,0,1
752,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,0,-1,0
753,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,1,0
754,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,1,1,0
755,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,-1,1,0
756,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,-1,-1
757,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,-1
758,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,0,0,0
759,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,0,0,0
760,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,1,0,-1
761,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,1,0,0
762,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,0,0,0
763,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,1,-1,0
764,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,-1,0,0
765,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
766,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,1,0
767,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,1,0,0
768,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,-1
769,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,1,0,0
770,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,1,0,0
771,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
772,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,0,1,0
773,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,-1,0,0
774,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,1,-1,0
775,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,1
776,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,0,1,0
777,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,-1
778,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,0,0,-1
779,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,1,0
780,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
781,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
782,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,-1,0
783,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,0,0,0
784,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,1,0
785,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,0,1,0
786,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
787,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
788,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,-1,0,0
789,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,-1,0
790,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
791,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,0,0,0
792,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,-1,0,0
793,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,0,1,-1
794,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,1,0
795,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,-1,0,0
796,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,0,-1,1
797,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
798,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,1,1,0
799,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
800,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,0,0,0
801,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,1
802,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,1,-1
803,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
804,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
805,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,1,0,0
806,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,1
807,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
808,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,-1,-1,1
809,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,-1,0,0
810,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,1
811,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
812,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,-1
813,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,-1,0,0
814,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,-1,0
815,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",-1,0,0,-1
816,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
817,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,-1,0
818,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,1,1
819,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,1,0
820,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,0
821,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,-1
822,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",1,0,0,0
823,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,-1,-1
824,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,1,0,0
825,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,1,0,0
826,"af764438-c5e1-4bfd-99f3-9478d602928b","1.3",0,0,0,1
827,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
828,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,0,0,1
829,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,0,-1
830,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,1,0,0
831,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,-1,0
832,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,1,0
833,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,1,0,0
834,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
835,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,-1,0
836,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,1,0,0
837,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,-1,0
838,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
839,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
840,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,-1,0
841,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
842,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,0,0,0
843,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,-1
844,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,1,0,-1
845,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
846,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,-1,0,0
847,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
848,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,1,0,0
849,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,1,-1,1
850,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,0,1
851,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,1,0
852,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,1,0,0
853,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,0,-1
854,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,1,0
855,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
856,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,1
857,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,0,0
858,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,1,1
859,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,1
860,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
861,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
862,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,-1,0,0
863,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
864,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,1,-1
865,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,0,0
866,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
867,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,1,0,0
868,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,1,0,-1
869,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,1
870,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,1
871,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,0,1,-1
872,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,-1,0,1
873,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,0,0
874,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,1,0
875,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,1
876,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,0,0
877,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
878,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,0,0,0
879,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,1,0
880,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,1,0
881,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
882,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,0,0,-1
883,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,1,0,0
884,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
885,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,0,0
886,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,-1,-1
887,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,0,-1
888,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,0,0
889,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,1,-1,-1
890,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,1,1,0
891,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
892,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,1,-1
893,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,0,0
894,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
895,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
896,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,1,0,0
897,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,1
898,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
899,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,0,-1,-1
900,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,0,0
901,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,1,0,1
902,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,0,1
903,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,1,0,0
904,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,-1,-1,0
905,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,-1
906,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,0
907,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,0,0
908,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,1,0,-1
909,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,0,0,1
910,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,-1
911,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,1,0
912,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,-1
913,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,1,-1
914,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,1,-1
915,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,0,0,1
916,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,-1,0
917,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,-1,0
918,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",-1,-1,0,-1
919,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,-1,1
920,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,1
921,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",0,0,0,-1
922,"af764438-c5e1-4bfd-99f3-9478d602928b","1.4",1,0,0,0
923,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,-1,0,0
924,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
925,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,0,0
926,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,0,0
927,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,0,0
928,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",-1,0,0,0
929,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,0,0
930,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,-1
931,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",-1,0,-1,0
932,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,-1,0,0
933,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
934,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
935,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",-1,0,-1,0
936,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,-1
937,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,-1,0,0
938,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,-1
939,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
940,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",-1,0,0,0
941,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
942,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
943,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",1,0,0,0
944,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,-1,0,0
945,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",-1,1,1,0
946,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,-1,-1,1
947,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,0,0
948,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,1
949,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,0,-1
950,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,-1,0,1
951,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,-1,0
952,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,1,-1
953,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
954,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,0,0
955,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,1
956,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
957,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",-1,1,0,0
958,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
959,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,0,0
960,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",1,0,0,1
961,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
962,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,0,0
963,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",1,0,-1,-1
964,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,-1,1,0
965,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,1
966,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,-1,0,0
967,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,-1,0
968,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",1,0,0,0
969,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,1,1,-1
970,"af764438-c5e1-4bfd-99f3-9478d602928b","1.5",0,0,0,0
971,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
972,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,-1
973,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,-1,1,-1
974,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
975,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,0,0,0
976,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",1,0,1,1
977,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",0,0,0,0
978,"af764438-c5e1-4bfd-99f3-9478d602928b","1.6",-1,0,0,1
